dataset,defense,attack,sites,train_offset,train_test_delta,train_examples,test_examples,score
liberatore,packet-random-gaussian,vng++,128,27,0,16,4,0.7421875
liberatore,none,vng++,128,145,0,16,4,0.859375
liberatore,session-random-uniform,vng++,128,145,0,16,4,0.79296875
liberatore,packet-random-uniform,vng++,128,145,0,16,4,0.82421875
liberatore,session-random-gaussian,vng++,128,145,0,16,4,0.81640625
liberatore,packet-random-gaussian,vng++,128,145,0,16,4,0.84375
liberatore,none,vng++,128,45,0,16,4,0.818359375
liberatore,session-random-uniform,vng++,128,45,0,16,4,0.75
liberatore,packet-random-uniform,vng++,128,45,0,16,4,0.7734375
liberatore,session-random-gaussian,vng++,128,45,0,16,4,0.763671875
liberatore,packet-random-gaussian,vng++,128,45,0,16,4,0.796875
liberatore,none,vng++,128,50,0,16,4,0.81640625
liberatore,session-random-uniform,vng++,128,50,0,16,4,0.736328125
liberatore,packet-random-uniform,vng++,128,50,0,16,4,0.794921875
liberatore,session-random-gaussian,vng++,128,50,0,16,4,0.76171875
liberatore,packet-random-gaussian,vng++,128,50,0,16,4,0.783203125
liberatore,none,vng++,128,131,0,16,4,0.818359375
liberatore,session-random-uniform,vng++,128,131,0,16,4,0.744140625
liberatore,packet-random-uniform,vng++,128,131,0,16,4,0.81640625
liberatore,session-random-gaussian,vng++,128,131,0,16,4,0.76171875
liberatore,packet-random-gaussian,vng++,128,131,0,16,4,0.80078125
liberatore,none,vng++,128,185,0,16,4,0.76171875
liberatore,session-random-uniform,vng++,128,185,0,16,4,0.654296875
liberatore,packet-random-uniform,vng++,128,185,0,16,4,0.732421875
liberatore,session-random-gaussian,vng++,128,185,0,16,4,0.697265625
liberatore,packet-random-gaussian,vng++,128,185,0,16,4,0.736328125
liberatore,none,vng++,128,95,0,16,4,0.796875
liberatore,session-random-uniform,vng++,128,95,0,16,4,0.716796875
liberatore,packet-random-uniform,vng++,128,95,0,16,4,0.787109375
liberatore,session-random-gaussian,vng++,128,95,0,16,4,0.7578125
liberatore,packet-random-gaussian,vng++,128,95,0,16,4,0.78125
liberatore,none,vng++,128,155,0,16,4,0.77734375
liberatore,session-random-uniform,vng++,128,155,0,16,4,0.751953125
liberatore,packet-random-uniform,vng++,128,155,0,16,4,0.76171875
liberatore,session-random-gaussian,vng++,128,155,0,16,4,0.763671875
liberatore,packet-random-gaussian,vng++,128,155,0,16,4,0.775390625
liberatore,none,vng++,128,137,0,16,4,0.849609375
liberatore,session-random-uniform,vng++,128,137,0,16,4,0.802734375
liberatore,packet-random-uniform,vng++,128,137,0,16,4,0.853515625
liberatore,session-random-gaussian,vng++,128,137,0,16,4,0.837890625
liberatore,packet-random-gaussian,vng++,128,137,0,16,4,0.85546875
liberatore,none,vng++,128,151,0,16,4,0.81640625
liberatore,session-random-uniform,vng++,128,151,0,16,4,0.7578125
liberatore,packet-random-uniform,vng++,128,151,0,16,4,0.8046875
liberatore,session-random-gaussian,vng++,128,151,0,16,4,0.76953125
liberatore,packet-random-gaussian,vng++,128,151,0,16,4,0.8203125
liberatore,none,vng++,128,49,0,16,4,0.8359375
liberatore,session-random-uniform,vng++,128,49,0,16,4,0.708984375
liberatore,packet-random-uniform,vng++,128,49,0,16,4,0.779296875
liberatore,session-random-gaussian,vng++,128,49,0,16,4,0.775390625
liberatore,packet-random-gaussian,vng++,128,49,0,16,4,0.80859375
liberatore,none,vng++,128,152,0,16,4,0.826171875
liberatore,session-random-uniform,vng++,128,152,0,16,4,0.740234375
liberatore,packet-random-uniform,vng++,128,152,0,16,4,0.80859375
liberatore,session-random-gaussian,vng++,128,152,0,16,4,0.80078125
liberatore,packet-random-gaussian,vng++,128,152,0,16,4,0.80078125
liberatore,none,vng++,128,49,0,16,4,0.82421875
liberatore,session-random-uniform,vng++,128,49,0,16,4,0.7109375
liberatore,packet-random-uniform,vng++,128,49,0,16,4,0.771484375
liberatore,session-random-gaussian,vng++,128,49,0,16,4,0.73046875
liberatore,packet-random-gaussian,vng++,128,49,0,16,4,0.78515625
liberatore,none,vng++,128,68,0,16,4,0.84375
liberatore,session-random-uniform,vng++,128,68,0,16,4,0.75390625
liberatore,packet-random-uniform,vng++,128,68,0,16,4,0.798828125
liberatore,session-random-gaussian,vng++,128,68,0,16,4,0.76953125
liberatore,packet-random-gaussian,vng++,128,68,0,16,4,0.796875
liberatore,none,vng++,128,138,0,16,4,0.875
liberatore,session-random-uniform,vng++,128,138,0,16,4,0.732421875
liberatore,packet-random-uniform,vng++,128,138,0,16,4,0.81640625
liberatore,session-random-gaussian,vng++,128,138,0,16,4,0.8125
liberatore,packet-random-gaussian,vng++,128,138,0,16,4,0.818359375
